Course Code,Section Code,Instructor,Semester,Comment Type,Comment Text,Normalized Name
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Weaknesses,None,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Weaknesses,None,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Weaknesses,Good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Weaknesses,None,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Weaknesses,None,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Weaknesses,N/A,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Weaknesses,None,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Weaknesses,Good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Weaknesses,.,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Weaknesses,none,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Weaknesses,.,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Weaknesses,n/a,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Weaknesses,None.,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Weaknesses,none,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Weaknesses,.,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Suggestions,n/a,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Suggestions,.,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Suggestions,.,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Suggestions,None,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Suggestions,na,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Suggestions,None,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Suggestions,none,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Suggestions,Good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Suggestions,best .,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Suggestions,none,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Suggestions,none,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Suggestions,None,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Suggestions,None,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Suggestions,None,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Suggestions,none,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Suggestions,so far .,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Suggestions,Perhaps more guest speakers like Career Link representatives or employers just to make it applicable.,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Suggestions,N/A,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Suggestions,NA,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Suggestions,None,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Suggestions,none,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Suggestions,Good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Suggestions,none,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Suggestions,Good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Suggestions,None,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Suggestions,N/A,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Feedback Evaluation,Fair,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Feedback Evaluation,Very,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Feedback Evaluation,good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Feedback Evaluation,.,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Feedback Evaluation,good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Feedback Evaluation,Good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Feedback Evaluation,Good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Feedback Evaluation,.,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Feedback Evaluation,NA,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Feedback Evaluation,Good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Feedback Evaluation,.,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Feedback Evaluation,Good.,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Feedback Evaluation,very relevant to current affair okay .,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Feedback Evaluation,good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Feedback Evaluation,good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Feedback Evaluation,Excellent,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Feedback Evaluation,Good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Feedback Evaluation,Excellent.,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Feedback Evaluation,n/a,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Feedback Evaluation,na,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Feedback Evaluation,Good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Feedback Evaluation,Excellent,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Feedback Evaluation,Good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Feedback Evaluation,None,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Feedback Evaluation,good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Feedback Evaluation,Good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Course Text,Good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Course Text,good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Course Text,Good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Course Text,Excellent,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Course Text,NA,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Course Text,good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Course Text,Good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Course Text,.,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Course Text,Ok,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Course Text,.,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Course Text,na,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Course Text,.,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Course Text,Good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Course Text,Good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Course Text,Didn't use it.,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Course Text,not available Excellent.,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Course Text,.,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Course Text,Good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Course Text,Good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Course Text,N/A,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Course Text,Excellent,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Course Text,Good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Resources,none,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Resources,none,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Resources,na,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Resources,.,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Resources,Good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Resources,None,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Resources,None,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Resources,None,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Resources,.,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Resources,Nothing .,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Resources,None,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Resources,None,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Resources,..,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Resources,None,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Resources,.,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Resources,Good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Resources,Field Trips.,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Resources,n/a,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Resources,None,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Resources,Good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Resources,none,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Resources,NA,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Resources,None,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Resources,none,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Resources,N/A,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Resources,none,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Overall,N/A,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Overall,Good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Overall,excellent,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Overall,na,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Overall,Excellent,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Overall,Good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Overall,Excellent,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Overall,Excellent,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Overall,.,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Overall,Excellent,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Overall,Excellent,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Overall,n/a,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Overall,Excellent,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Overall,excellent,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Overall,excellent,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Overall,Excellent,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Overall,Excellent,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Overall,Good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Overall,.,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Overall,Excellent,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Overall,Good,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Overall,.,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Overall,excellent,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Overall,.,kiai gachanja
SEN4800,E,"kiai, gachanja",Summer Semester 2019 (UNDG),Overall,Excellent,kiai gachanja
CHI3003,A,"mbugua, wanjiku",Summer Semester 2019 (UNDG),Strengths,n/a,mbugua wanjiku
CHI3003,A,"mbugua, wanjiku",Summer Semester 2019 (UNDG),Strengths,"everything, especially making learning interesting.",mbugua wanjiku
CHI3003,A,"mbugua, wanjiku",Summer Semester 2019 (UNDG),Strengths,Nil,mbugua wanjiku
CHI3003,A,"mbugua, wanjiku",Summer Semester 2019 (UNDG),Weaknesses,N/a,mbugua wanjiku
CHI3003,A,"mbugua, wanjiku",Summer Semester 2019 (UNDG),Weaknesses,Nil,mbugua wanjiku
CHI3003,A,"mbugua, wanjiku",Summer Semester 2019 (UNDG),Weaknesses,n/a,mbugua wanjiku
CHI3003,A,"mbugua, wanjiku",Summer Semester 2019 (UNDG),Weaknesses,N.a.,mbugua wanjiku
CHI3003,A,"mbugua, wanjiku",Summer Semester 2019 (UNDG),Weaknesses,none,mbugua wanjiku
CHI3003,A,"mbugua, wanjiku",Summer Semester 2019 (UNDG),Suggestions,Nil,mbugua wanjiku
CHI3003,A,"mbugua, wanjiku",Summer Semester 2019 (UNDG),Suggestions,n/a,mbugua wanjiku
CHI3003,A,"mbugua, wanjiku",Summer Semester 2019 (UNDG),Suggestions,none,mbugua wanjiku
CHI3003,A,"mbugua, wanjiku",Summer Semester 2019 (UNDG),Suggestions,N/a,mbugua wanjiku
CHI3003,A,"mbugua, wanjiku",Summer Semester 2019 (UNDG),Feedback Evaluation,"the feedback on assignments, quizzes and N.a.",mbugua wanjiku
CHI3003,A,"mbugua, wanjiku",Summer Semester 2019 (UNDG),Feedback Evaluation,Good,mbugua wanjiku
CHI3003,A,"mbugua, wanjiku",Summer Semester 2019 (UNDG),Feedback Evaluation,Nil,mbugua wanjiku
CHI3003,A,"mbugua, wanjiku",Summer Semester 2019 (UNDG),Feedback Evaluation,n/a,mbugua wanjiku
CHI3003,A,"mbugua, wanjiku",Summer Semester 2019 (UNDG),Feedback Evaluation,Good,mbugua wanjiku
CHI3003,A,"mbugua, wanjiku",Summer Semester 2019 (UNDG),Course Text,Nil,mbugua wanjiku
CHI3003,A,"mbugua, wanjiku",Summer Semester 2019 (UNDG),Course Text,n/a,mbugua wanjiku
CHI3003,A,"mbugua, wanjiku",Summer Semester 2019 (UNDG),Course Text,Ok,mbugua wanjiku
CHI3003,A,"mbugua, wanjiku",Summer Semester 2019 (UNDG),Course Text,There is no course text.,mbugua wanjiku
CHI3003,A,"mbugua, wanjiku",Summer Semester 2019 (UNDG),Resources,Nil,mbugua wanjiku
CHI3003,A,"mbugua, wanjiku",Summer Semester 2019 (UNDG),Resources,none,mbugua wanjiku
CHI3003,A,"mbugua, wanjiku",Summer Semester 2019 (UNDG),Resources,N.a.,mbugua wanjiku
CHI3003,A,"mbugua, wanjiku",Summer Semester 2019 (UNDG),Resources,N/a,mbugua wanjiku
CHI3003,A,"mbugua, wanjiku",Summer Semester 2019 (UNDG),Resources,n/a,mbugua wanjiku
CHI3003,A,"mbugua, wanjiku",Summer Semester 2019 (UNDG),Overall,Nil,mbugua wanjiku
CHI3003,A,"mbugua, wanjiku",Summer Semester 2019 (UNDG),Overall,Excellent,mbugua wanjiku
CHI3003,A,"mbugua, wanjiku",Summer Semester 2019 (UNDG),Overall,Excellent,mbugua wanjiku
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Strengths,good,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Strengths,good,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Strengths,A everything w .,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Strengths,None,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Strengths,good,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Strengths,Good,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Strengths,notes .,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Strengths,Na,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Strengths,.,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Strengths,.,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Strengths,n/a,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Strengths,Giving us hands on work in terms of practicals .,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Strengths,n/a,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Strengths,None,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Strengths,na,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Strengths,...,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Strengths,Good,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Strengths,none,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Strengths,Good,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Strengths,n/a,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Weaknesses,Good,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Weaknesses,.,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Weaknesses,None,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Weaknesses,None,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Weaknesses,none,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Weaknesses,none,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Weaknesses,C ...,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Weaknesses,n/a,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Weaknesses,n/a,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Weaknesses,.,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Weaknesses,good,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Weaknesses,Na,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Weaknesses,n/a,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Weaknesses,n/a,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Weaknesses,N/A,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Weaknesses,none,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Weaknesses,Good,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Weaknesses,.,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Weaknesses,.,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Weaknesses,None,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Weaknesses,na,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Weaknesses,good,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Weaknesses,none,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Weaknesses,none,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Weaknesses,nothing .,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Weaknesses,none,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Weaknesses,n/a,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Suggestions,none,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Suggestions,.,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Suggestions,None,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Suggestions,Na,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Suggestions,n/a,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Suggestions,.,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Suggestions,None,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Suggestions,nothing .,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Suggestions,good,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Suggestions,...,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Suggestions,N/A,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Suggestions,n/a,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Suggestions,good,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Suggestions,na,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Suggestions,good,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Suggestions,n/a,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Suggestions,none,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Suggestions,n/a,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Suggestions,none,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Suggestions,Good,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Suggestions,none,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Suggestions,None,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Suggestions,n/a,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Suggestions,.,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Suggestions,Good,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Suggestions,.,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Suggestions,none,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Feedback Evaluation,good,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Feedback Evaluation,good,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Feedback Evaluation,Good,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Feedback Evaluation,Good,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Feedback Evaluation,...,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Feedback Evaluation,good,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Feedback Evaluation,Good,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Feedback Evaluation,Good,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Feedback Evaluation,.,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Feedback Evaluation,n/a,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Feedback Evaluation,n/a,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Feedback Evaluation,.,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Feedback Evaluation,na,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Feedback Evaluation,n/a,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Feedback Evaluation,None,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Feedback Evaluation,.,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Feedback Evaluation,n/a,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Feedback Evaluation,.,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Feedback Evaluation,good,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Feedback Evaluation,good,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Feedback Evaluation,Na,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Feedback Evaluation,excellent,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Feedback Evaluation,good,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Feedback Evaluation,good,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Feedback Evaluation,good,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Feedback Evaluation,.,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Feedback Evaluation,Excellent,muendo daniel
FIC4050,A,"muendo, daniel",Summer Semester 2019 (UNDG),Course Text,None,muendo daniel
